Datum;Erster;Hoch;Tief;Schlusskurs;Volumen
04.03.2013;7.654,67;7.708,88;7.637,32;7.691,68;2.148.781.568
01.03.2013;7.735,35;7.767,67;7.627,99;7.708,16;3.078.771.968
28.02.2013;7.712,2;7.753,39;7.691,81;7.741,7;3.057.131.776
27.02.2013;7.641,84;7.679,44;7.565,78;7.675,83;2.739.166.976
26.02.2013;7.682,24;7.683,96;7.589,32;7.597,11;3.917.501.952
25.02.2013;7.731,8;7.860,57;7.726,4;7.773,19;4.233.195.776
22.02.2013;7.619,81;7.681,12;7.607,26;7.661,91;3.293.716.480
21.02.2013;7.681,61;7.688,44;7.561,84;7.583,57;3.376.036.608
20.02.2013;7.747,21;7.784,64;7.709,48;7.728,9;2.645.630.464
19.02.2013;7.614,1;7.762,9;7.611,6;7.752,45;2.918.574.080
18.02.2013;7.591,08;7.629,78;7.568,16;7.628,73;1.814.702.336
15.02.2013;7.636,26;7.649,5;7.588,57;7.593,51;3.144.806.656
14.02.2013;7.697,89;7.729,36;7.607,48;7.631,19;2.348.279.808
13.02.2013;7.678,48;7.737,41;7.650,29;7.711,89;2.410.591.744
12.02.2013;7.619,12;7.661,97;7.593,66;7.660,19;2.513.530.624
11.02.2013;7.627,72;7.676,82;7.597,61;7.633,74;2.185.090.048
08.02.2013;7.607,57;7.655,31;7.577,34;7.652,14;2.691.198.976
07.02.2013;7.581,37;7.661,31;7.565,32;7.590,85;3.419.049.728
06.02.2013;7.665,88;7.694,42;7.537,29;7.581,18;3.322.725.120
05.02.2013;7.643,54;7.677,14;7.622,3;7.664,66;3.172.119.552
04.02.2013;7.822,54;7.837,64;7.637,68;7.638,23;3.751.095.296
01.02.2013;7.792,59;7.853,37;7.784,97;7.833,39;3.049.626.112
31.01.2013;7.800,45;7.812,34;7.765,2;7.776,05;3.594.505.984
30.01.2013;7.855,68;7.863,35;7.775,03;7.811,31;2.773.916.416
29.01.2013;7.841,96;7.857,14;7.800,12;7.848,57;2.483.784.448
28.01.2013;7.859,83;7.871,79;7.831,72;7.833;2.272.182.272
25.01.2013;7.746,78;7.865,16;7.743,19;7.857,97;2.967.366.144
24.01.2013;7.700,53;7.753,3;7.661,96;7.748,13;2.521.383.168
23.01.2013;7.702,92;7.731,63;7.684,84;7.707,54;2.795.417.344
22.01.2013;7.741,88;7.746,91;7.634,26;7.696,21;2.930.738.688
21.01.2013;7.727,77;7.749,82;7.719,02;7.748,86;1.568.849.408
18.01.2013;7.747,13;7.753,49;7.702,23;7.702,23;3.016.427.520
17.01.2013;7.677,28;7.764,03;7.662,43;7.735,46;2.678.626.048
16.01.2013;7.661,61;7.694,8;7.643,14;7.691,13;2.599.198.976
15.01.2013;7.704,05;7.735,21;7.635,88;7.675,91;3.129.931.776
14.01.2013;7.737,61;7.785,82;7.702,36;7.729,52;2.456.668.672
11.01.2013;7.725,93;7.731,45;7.683,92;7.715,53;2.555.812.608
10.01.2013;7.732,14;7.773,69;7.685,08;7.708,47;2.972.317.184
09.01.2013;7.713,57;7.734,78;7.688,55;7.720,47;2.813.440.768
08.01.2013;7.710,7;7.754,38;7.683,48;7.695,83;2.375.681.792
07.01.2013;7.760,01;7.767,55;7.713,42;7.732,66;2.622.239.232
04.01.2013;7.740,99;7.779,67;7.727,55;7.776,37;2.078.435.200
03.01.2013;7.762,13;7.777,02;7.737,98;7.756,44;2.025.776.128
02.01.2013;7.689,46;7.789,94;7.689,46;7.778,78;3.282.130.944
28.12.2012;7.649,89;7.665,68;7.602,89;7.612,39;1.161.291.392
27.12.2012;7.652,27;7.676,5;7.640,3;7.655,88;1.630.295.168
21.12.2012;7.632,41;7.653,73;7.596,64;7.636,23;5.537.221.632
20.12.2012;7.642,99;7.675,45;7.635,39;7.672,1;2.271.609.088
19.12.2012;7.675,33;7.682,9;7.655,71;7.668,5;2.872.345.856
18.12.2012;7.634,28;7.667,91;7.626,25;7.653,58;2.605.295.872
17.12.2012;7.604,16;7.627,14;7.564,07;7.604,94;2.142.156.672
14.12.2012;7.599,03;7.619,26;7.571,16;7.596,47;2.385.310.976
13.12.2012;7.618,62;7.618,62;7.561,96;7.581,98;3.043.889.664
12.12.2012;7.595,2;7.626,4;7.590,18;7.614,79;2.547.321.856
11.12.2012;7.529,24;7.596,9;7.518,74;7.589,75;2.698.603.008
10.12.2012;7.484,95;7.536,6;7.457,4;7.530,92;2.090.959.744
07.12.2012;7.539,78;7.553,05;7.487,64;7.517,8;2.855.954.688
06.12.2012;7.469,54;7.554,51;7.461,19;7.534,54;3.615.524.352
05.12.2012;7.480,59;7.482,28;7.428,7;7.454,55;2.473.675.264
04.12.2012;7.428,13;7.466,25;7.417,3;7.435,12;2.155.323.392
03.12.2012;7.427,41;7.487,89;7.419,3;7.435,21;2.342.428.928
30.11.2012;7.399,09;7.442,6;7.398,22;7.405,5;2.664.239.104
29.11.2012;7.382,55;7.416,52;7.377,09;7.400,96;2.985.033.472
28.11.2012;7.317,49;7.351,48;7.265,44;7.343,41;2.335.811.072
27.11.2012;7.343,01;7.361,55;7.307,3;7.332,33;2.169.786.624
26.11.2012;7.286,69;7.312,86;7.273,57;7.292,03;1.902.138.240
23.11.2012;7.258,33;7.311,55;7.219,55;7.309,13;2.080.605.056
22.11.2012;7.210,46;7.253,02;7.205,2;7.244,99;2.397.908.992
21.11.2012;7.148,91;7.194,79;7.139,99;7.184,71;2.483.959.552
20.11.2012;7.098,13;7.186,61;7.092,23;7.172,99;2.302.617.344
19.11.2012;7.020,23;7.130,87;7.007,21;7.123,84;2.707.627.264
16.11.2012;7.045,63;7.059,83;6.950,53;6.950,53;3.755.691.008
15.11.2012;7.064,99;7.079,22;7.021,62;7.043,42;2.943.706.880
14.11.2012;7.156,34;7.182,81;7.084,63;7.101,92;2.853.415.680
13.11.2012;7.131,6;7.185,29;7.074,87;7.169,12;3.675.535.360
12.11.2012;7.164,68;7.196;7.138,17;7.168,76;1.858.294.272
09.11.2012;7.220,69;7.222,87;7.064,34;7.163,5;3.311.808.768
08.11.2012;7.260,35;7.287;7.184,18;7.204,96;3.629.725.696
07.11.2012;7.425,08;7.434,96;7.226,6;7.232,83;3.737.006.592
06.11.2012;7.336,46;7.388,98;7.319,73;7.377,76;2.742.775.552
05.11.2012;7.320,98;7.337,47;7.304,45;7.326,47;2.087.130.240
02.11.2012;7.336,52;7.391,04;7.314,68;7.363,85;2.909.360.128
01.11.2012;7.255,3;7.356,18;7.255,11;7.335,67;2.280.180.224
31.10.2012;7.305,07;7.347,51;7.260,63;7.260,63;3.192.585.216
30.10.2012;7.239,69;7.292,83;7.239,04;7.284,4;2.185.150.720
29.10.2012;7.205,05;7.225,32;7.171,96;7.203,16;1.696.101.760
26.10.2012;7.161,73;7.257,37;7.147,51;7.231,85;2.216.997.120
25.10.2012;7.203,12;7.256,22;7.181,45;7.200,23;2.981.588.992
24.10.2012;7.202,03;7.216,13;7.120,68;7.192,85;3.128.426.496
23.10.2012;7.339,16;7.343,6;7.153,8;7.173,69;3.092.419.328
22.10.2012;7.372,36;7.390,1;7.313,24;7.328,05;2.073.824.000
19.10.2012;7.413,69;7.430,12;7.363,5;7.380,64;4.244.104.704
18.10.2012;7.401,41;7.447,81;7.389,01;7.437,23;3.116.262.144
17.10.2012;7.381,08;7.399,99;7.367,59;7.394,55;2.793.381.376
16.10.2012;7.309,08;7.387,78;7.293,9;7.376,27;3.076.024.576
15.10.2012;7.237,4;7.302,23;7.237,4;7.261,25;2.172.520.960
12.10.2012;7.260,57;7.291,24;7.232,42;7.232,49;2.409.207.808
11.10.2012;7.192,75;7.305,46;7.182,31;7.281,7;3.100.803.840
10.10.2012;7.219,46;7.245,17;7.201,09;7.205,23;2.179.588.608
09.10.2012;7.306,33;7.308,13;7.221,5;7.234,53;2.325.351.936
08.10.2012;7.340,39;7.341,28;7.286,24;7.291,21;2.300.314.368
05.10.2012;7.327,7;7.409,78;7.312,79;7.397,87;2.777.119.232
04.10.2012;7.368,21;7.374,86;7.283,48;7.305,21;3.116.744.192
03.10.2012;7.283,26;7.339,33;7.272,06;7.322,08;2.218.014.464
02.10.2012;7.278,13;7.373,15;7.266,11;7.305,86;2.666.352.896
01.10.2012;7.227,81;7.339,2;7.225,29;7.326,73;2.959.941.632
28.09.2012;7.330,61;7.337,17;7.215,95;7.216,15;3.235.515.648
27.09.2012;7.313,15;7.324,97;7.268,69;7.290,02;3.070.272.512
26.09.2012;7.362,98;7.362,98;7.255,77;7.276,51;3.724.306.688
25.09.2012;7.406,22;7.438,89;7.369,39;7.425,11;2.964.167.936
24.09.2012;7.419,65;7.440,49;7.388,2;7.413,16;2.407.507.456
21.09.2012;7.409,34;7.478,53;7.391,06;7.451,62;7.721.229.312
20.09.2012;7.322,62;7.390,46;7.313,14;7.389,49;3.722.383.360
19.09.2012;7.387,18;7.396,12;7.326,24;7.390,76;2.895.448.576
18.09.2012;7.350,09;7.375;7.304,25;7.347,69;3.310.018.048
17.09.2012;7.390,29;7.414,22;7.382,47;7.403,69;2.796.290.304
14.09.2012;7.397,98;7.446,47;7.388,79;7.412,13;4.383.450.112
13.09.2012;7.341,78;7.353,22;7.280,23;7.310,32;2.856.523.008
12.09.2012;7.331,58;7.410,36;7.307,48;7.343,53;3.992.188.416
11.09.2012;7.197,2;7.313,48;7.186,63;7.310,11;2.940.406.016
10.09.2012;7.207,96;7.233,92;7.203,65;7.213,7;2.631.738.880
07.09.2012;7.183,92;7.248,51;7.182,6;7.214,5;4.198.267.904
06.09.2012;6.984,31;7.172,32;6.977,86;7.167,33;4.174.696.192
05.09.2012;6.941,66;7.003,53;6.892,86;6.964,69;2.542.817.024
04.09.2012;7.012,99;7.015,71;6.920;6.932,58;2.172.515.584
03.09.2012;6.946,61;7.016,31;6.944,25;7.014,83;1.960.985.984
31.08.2012;6.897,73;7.011,45;6.889,79;6.970,79;2.776.664.576
30.08.2012;6.962,29;6.978,5;6.871;6.895,49;2.754.095.616
29.08.2012;7.003,02;7.029,8;6.945,71;7.010,57;1.639.953.920
28.08.2012;7.004,05;7.031,16;6.976,01;7.002,68;1.705.552.000
27.08.2012;6.960,02;7.049,48;6.946,08;7.047,45;1.416.990.464
24.08.2012;6.957,6;6.990,07;6.885,98;6.971,07;2.115.118.976
23.08.2012;7.065,99;7.080,74;6.923,07;6.949,57;2.739.738.368
22.08.2012;7.048,3;7.051,77;7.005,26;7.017,75;2.210.084.864
21.08.2012;7.048,79;7.105,43;7.041,73;7.089,32;2.097.989.248
20.08.2012;7.037,02;7.086,22;7.008,97;7.033,68;2.103.600.896
17.08.2012;7.011,37;7.041,11;7.000,85;7.040,88;3.160.223.744
16.08.2012;6.958,39;7.001,4;6.929,43;6.996,29;2.426.250.496
15.08.2012;6.953,01;6.972,64;6.910,39;6.946,8;1.692.702.464
14.08.2012;6.965,04;6.995,03;6.939,5;6.974,39;1.867.087.488
13.08.2012;6.935,51;6.976,31;6.882,03;6.909,68;1.905.909.888
10.08.2012;6.927,71;6.955,38;6.891,9;6.944,56;2.148.922.112
09.08.2012;6.979,41;6.989,15;6.891,49;6.964,99;2.789.764.864
08.08.2012;6.944,89;6.966,15;6.907,29;6.966,15;2.398.645.760
07.08.2012;6.909,28;6.979,63;6.902,86;6.967,95;3.000.668.416
06.08.2012;6.845,88;6.943,32;6.845,88;6.918,72;2.694.723.584
03.08.2012;6.626,3;6.876,74;6.621,36;6.865,66;3.870.599.424
02.08.2012;6.756,16;6.855,71;6.596,21;6.606,09;4.516.657.664
01.08.2012;6.775,99;6.800,1;6.735,89;6.754,46;2.369.731.584
31.07.2012;6.780,62;6.835,19;6.756,18;6.772,26;2.948.751.616
30.07.2012;6.729,19;6.796,61;6.703,26;6.774,06;2.809.333.248
27.07.2012;6.605,42;6.690,43;6.513,97;6.689,4;2.977.511.680
26.07.2012;6.393,2;6.595,58;6.324,53;6.582,96;4.498.247.168
25.07.2012;6.387,84;6.475,33;6.375,15;6.406,52;2.606.520.576
24.07.2012;6.420,82;6.456;6.378;6.390,41;2.639.131.136
23.07.2012;6.561,87;6.572,11;6.371,15;6.419,33;3.396.394.752
20.07.2012;6.741,9;6.775,74;6.620,72;6.630,02;4.434.985.472
19.07.2012;6.706,99;6.773,5;6.698,87;6.758,39;3.345.126.912
18.07.2012;6.601,71;6.690,66;6.578,86;6.684,42;2.454.672.896
17.07.2012;6.583,77;6.610,81;6.542,89;6.577,64;2.245.669.120
16.07.2012;6.550,95;6.577,06;6.511,18;6.565,72;2.038.785.280
13.07.2012;6.446,22;6.557,1;6.436,09;6.557,1;2.865.895.936
12.07.2012;6.410,94;6.448,22;6.366,77;6.419,35;3.364.158.976
11.07.2012;6.413,17;6.496,53;6.399,4;6.453,85;2.304.103.424
10.07.2012;6.397,46;6.491,4;6.349,62;6.438,33;2.786.703.360
09.07.2012;6.408,64;6.420,78;6.375,69;6.387,57;2.348.379.392
06.07.2012;6.508,22;6.533,79;6.407,84;6.410,11;2.798.054.144
05.07.2012;6.561,77;6.641,86;6.475,92;6.535,56;3.687.951.872
04.07.2012;6.564,3;6.573,86;6.525,51;6.564,8;2.004.846.208
03.07.2012;6.508,33;6.578,21;6.505,39;6.578,21;2.877.167.616
02.07.2012;6.405,39;6.520,4;6.390,55;6.496,08;2.911.245.568
29.06.2012;6.296,74;6.416,28;6.261,74;6.416,28;4.047.091.200
28.06.2012;6.232,12;6.240,09;6.096,94;6.149,91;2.997.608.704
27.06.2012;6.155,91;6.230,51;6.131,3;6.228,99;2.591.635.968
26.06.2012;6.157,84;6.165,28;6.109,93;6.136,69;2.577.733.376
25.06.2012;6.229,43;6.229,43;6.118,72;6.132,39;2.590.255.104
22.06.2012;6.273,1;6.318,06;6.256,34;6.263,25;2.592.148.736
21.06.2012;6.357,25;6.427,49;6.331,79;6.343,13;3.077.095.680
20.06.2012;6.364,06;6.402,21;6.333,97;6.392,13;2.246.986.240
19.06.2012;6.254,77;6.375,27;6.233,25;6.363,36;2.561.313.024
18.06.2012;6.304,77;6.316,14;6.221,87;6.248,2;2.897.524.736
15.06.2012;6.164,56;6.251,59;6.158,78;6.229,41;7.117.588.992
14.06.2012;6.146,92;6.167,49;6.078,22;6.138,61;2.949.558.272
13.06.2012;6.183,8;6.221,36;6.093,61;6.152,49;2.803.046.144
12.06.2012;6.141,92;6.211,14;6.083,81;6.161,24;2.823.338.752
11.06.2012;6.255,65;6.287,54;6.130,28;6.141,05;2.976.658.688
08.06.2012;6.082,63;6.144,76;6.053,95;6.130,82;2.311.392.256
07.06.2012;6.117,76;6.230,22;6.099,08;6.144,22;2.906.566.656
06.06.2012;6.028,36;6.102,42;5.996,41;6.093,99;3.249.791.744
05.06.2012;5.999,86;6.011,56;5.914,43;5.969,4;2.236.392.192
04.06.2012;5.976,46;6.030,81;5.942,38;5.978,23;2.370.040.832
01.06.2012;6.259,76;6.259,76;6.008,47;6.050,29;4.422.667.776
31.05.2012;6.297,68;6.322,69;6.208,09;6.264,38;3.554.857.728
30.05.2012;6.360,79;6.392,21;6.258,89;6.280,8;3.033.192.192
29.05.2012;6.396,65;6.441,26;6.334,75;6.396,84;2.442.917.888
28.05.2012;6.425,1;6.426,27;6.311,33;6.323,19;1.473.058.688
25.05.2012;6.334,15;6.406,96;6.279,55;6.339,94;2.710.918.912
24.05.2012;6.338,12;6.351,1;6.244,48;6.315,89;3.065.026.304
23.05.2012;6.352,43;6.373,79;6.258,85;6.285,75;3.428.613.120
22.05.2012;6.381,83;6.446;6.351,02;6.435,6;2.913.135.104
21.05.2012;6.269,31;6.364,4;6.244,02;6.331,04;2.386.596.096
18.05.2012;6.254,82;6.335,55;6.229,3;6.271,22;3.945.354.496
17.05.2012;6.401,15;6.413,05;6.291,1;6.308,96;2.109.918.976
16.05.2012;6.344,92;6.442,97;6.297,38;6.384,26;3.490.590.464
15.05.2012;6.501,93;6.509,65;6.353,26;6.401,06;3.157.868.544
14.05.2012;6.499,79;6.520,86;6.404,28;6.451,97;2.735.770.880
11.05.2012;6.465,19;6.589,01;6.454,21;6.579,93;2.802.345.728
10.05.2012;6.531,15;6.549,77;6.440,23;6.518;3.711.953.408
09.05.2012;6.483,27;6.506,21;6.375,79;6.475,31;3.768.975.360
08.05.2012;6.548,74;6.576,72;6.415,03;6.444,74;2.996.446.720
07.05.2012;6.515,94;6.578,95;6.410,03;6.569,48;2.622.775.296
04.05.2012;6.682,96;6.684,89;6.546;6.561,47;3.366.280.192
03.05.2012;6.749,27;6.791,75;6.648,5;6.694,44;3.930.053.376
02.05.2012;6.861,3;6.875,87;6.664,57;6.710,77;3.405.023.232
30.04.2012;6.844,1;6.846,66;6.759,9;6.761,19;2.707.842.304
27.04.2012;6.662,31;6.825,41;6.652,51;6.801,32;3.907.210.496
26.04.2012;6.702,61;6.750,65;6.642,04;6.739,9;4.385.387.520
25.04.2012;6.622,96;6.733,34;6.622,9;6.704,5;3.348.845.312
24.04.2012;6.566,11;6.604,54;6.508,1;6.590,41;3.072.167.936
23.04.2012;6.666,79;6.668,12;6.499,07;6.523;3.756.646.144
20.04.2012;6.689,71;6.760,26;6.651,8;6.750,12;3.942.873.600
19.04.2012;6.775,46;6.807,12;6.665,31;6.671,22;4.442.044.928
18.04.2012;6.780,49;6.812,84;6.718,1;6.732,03;2.821.174.016
17.04.2012;6.625,71;6.801,15;6.616,95;6.801;3.595.325.952
16.04.2012;6.556,3;6.675,39;6.548,39;6.625,19;3.074.348.288
13.04.2012;6.732,07;6.743,01;6.552,32;6.583,9;3.935.272.448
12.04.2012;6.710,37;6.761,78;6.651,81;6.743,24;3.720.904.704
11.04.2012;6.628,66;6.722,52;6.603,07;6.674,73;3.302.445.056
10.04.2012;6.694,72;6.737,92;6.606,43;6.606,43;3.699.043.840
05.04.2012;6.817,85;6.831,36;6.685,8;6.775,26;3.539.923.456
04.04.2012;6.940,61;6.944,4;6.772,95;6.784,06;4.087.121.408
03.04.2012;7.053,91;7.081,06;6.981,21;6.982,28;2.738.768.640
02.04.2012;6.973,99;7.057,2;6.911,63;7.056,65;3.239.815.936
30.03.2012;6.924,82;6.959,71;6.898,91;6.946,83;2.957.853.440
29.03.2012;6.980,09;6.993,74;6.841,97;6.875,15;3.790.588.416
28.03.2012;7.056,05;7.110,54;6.998,8;6.998,8;2.773.789.184
27.03.2012;7.106,77;7.153,68;7.075,16;7.078,9;2.897.295.872
26.03.2012;7.022,64;7.102,05;6.969,97;7.079,23;2.759.938.560
23.03.2012;6.986,9;7.026,9;6.908,97;6.995,62;2.737.937.920
22.03.2012;7.053,42;7.071,09;6.938,2;6.981,26;3.729.200.384
21.03.2012;7.088,76;7.114,01;7.012,04;7.071,32;3.016.005.888
20.03.2012;7.121,92;7.124,63;7.032,07;7.054,94;3.577.018.880
19.03.2012;7.143,93;7.154,83;7.095,13;7.154,22;2.823.145.728
16.03.2012;7.145,78;7.194,33;7.142,75;7.157,82;9.299.640.320
15.03.2012;7.093,97;7.153,11;7.072,27;7.144,45;3.762.025.728
14.03.2012;7.028,92;7.099,34;7.028,15;7.079,42;4.271.511.296
13.03.2012;6.957,25;7.020,04;6.941,96;6.995,91;3.517.453.056
12.03.2012;6.868,97;6.911,27;6.846,9;6.901,35;2.443.789.056
09.03.2012;6.848,52;6.912,42;6.830,63;6.880,21;3.030.051.840
08.03.2012;6.723,33;6.838,39;6.703,89;6.834,54;4.316.455.936
07.03.2012;6.638,48;6.682,68;6.612,61;6.671,11;3.218.424.832
06.03.2012;6.835,97;6.840,33;6.633,11;6.633,11;4.580.536.320
05.03.2012;6.876,89;6.902,58;6.815,47;6.866,46;2.915.079.424
02.03.2012;6.944,45;6.954,89;6.904,1;6.921,37;2.828.417.536
01.03.2012;6.831,97;6.949,45;6.817,73;6.941,77;3.432.622.592
29.02.2012;6.914,66;6.967,14;6.843,27;6.856,08;3.483.981.312
28.02.2012;6.867,23;6.900,51;6.809,22;6.887,63;2.922.229.504
27.02.2012;6.817,46;6.868,58;6.743,65;6.849,6;3.105.127.168
24.02.2012;6.871,25;6.890,9;6.826,34;6.864,43;3.231.932.928
23.02.2012;6.838,94;6.903,51;6.733,59;6.809,46;3.847.757.056
22.02.2012;6.914,68;6.915,18;6.821,8;6.843,87;2.815.824.128
21.02.2012;6.936,91;6.971,03;6.875,15;6.908,18;2.706.934.272
20.02.2012;6.892,04;6.956,67;6.878,53;6.948,25;2.510.836.480
17.02.2012;6.811,02;6.874,53;6.794,89;6.848,03;3.619.079.680
16.02.2012;6.665,24;6.751,96;6.651,72;6.751,96;3.241.358.592
15.02.2012;6.807,55;6.830,1;6.736,56;6.757,94;3.191.495.680
14.02.2012;6.712,68;6.788,57;6.698,32;6.728,19;2.880.676.352
13.02.2012;6.748,68;6.774,6;6.709,63;6.738,47;2.322.535.936
10.02.2012;6.730,54;6.751,08;6.649,56;6.692,96;3.465.502.464
09.02.2012;6.782,14;6.838,13;6.746,1;6.788,8;4.308.069.376
08.02.2012;6.800,72;6.829,88;6.735,67;6.748,76;3.101.325.056
07.02.2012;6.772,75;6.788,77;6.682,89;6.754,2;2.823.838.976
06.02.2012;6.752,03;6.781,43;6.714,82;6.764,83;2.495.157.248
03.02.2012;6.649,57;6.767,46;6.635,63;6.766,67;3.695.530.752
02.02.2012;6.640,05;6.667,98;6.606,37;6.655,63;3.673.366.528
01.02.2012;6.482,95;6.630,48;6.482,56;6.616,64;4.143.363.072
31.01.2012;6.489,04;6.533,22;6.450,1;6.458,91;3.305.567.488
30.01.2012;6.454,54;6.491,52;6.414,33;6.444,45;2.788.291.584
27.01.2012;6.507,77;6.574,19;6.484,35;6.511,98;3.225.231.616
26.01.2012;6.453,62;6.559,07;6.430,37;6.539,85;3.943.533.824
25.01.2012;6.448,87;6.456,57;6.366,65;6.421,85;2.988.233.728
24.01.2012;6.372,49;6.420,05;6.339;6.419,22;3.495.082.496
23.01.2012;6.387,33;6.467,34;6.349,69;6.436,62;3.685.178.112
20.01.2012;6.410,75;6.431,26;6.371,69;6.404,39;4.378.637.312
19.01.2012;6.377,24;6.420,35;6.333,7;6.416,26;4.769.312.256
18.01.2012;6.330,43;6.399,43;6.280,52;6.354,57;3.598.812.160
17.01.2012;6.301,91;6.343,04;6.270,97;6.332,93;3.594.694.656
16.01.2012;6.120,4;6.232,21;6.104,11;6.220,01;2.253.650.944
13.01.2012;6.242,49;6.245,38;6.063,66;6.143,08;3.750.890.496
12.01.2012;6.160,09;6.256,95;6.148,85;6.179,21;3.294.403.072
11.01.2012;6.148,45;6.181,61;6.106,03;6.152,34;2.886.892.544
10.01.2012;6.090,87;6.191,29;6.069,36;6.162,98;3.823.458.048
09.01.2012;6.061,26;6.076,59;5.987,75;6.017,23;2.433.570.048
06.01.2012;6.114,24;6.151,77;6.012,64;6.057,92;2.511.400.704
05.01.2012;6.120,7;6.130,1;6.040,95;6.095,99;2.808.592.640
04.01.2012;6.142,89;6.163,44;6.089,5;6.111,55;2.242.490.112
03.01.2012;6.124,53;6.177,37;6.108,71;6.166,57;2.738.147.072
02.01.2012;5.900,18;6.075,52;5.900,18;6.075,52;2.168.787.968
30.12.2011;5.866,52;5.898,35;5.817,72;5.898,35;941.479.104
29.12.2011;5.804,13;5.848,78;5.775,79;5.848,78;1.372.002.944
28.12.2011;5.875,87;5.901,35;5.771,27;5.771,27;1.562.066.560
27.12.2011;5.900,7;5.924,38;5.877,98;5.889,76;800.954.176
23.12.2011;5.905,18;5.913,41;5.844,69;5.878,93;1.117.469.056
22.12.2011;5.831,69;5.886,15;5.820,49;5.852,18;2.093.427.456
21.12.2011;5.919,08;5.964,83;5.771,62;5.791,53;2.996.831.488
20.12.2011;5.653,8;5.847,71;5.638,89;5.847,03;2.711.548.672
19.12.2011;5.651,74;5.775,01;5.644,19;5.670,71;2.207.324.416
16.12.2011;5.763,73;5.773,81;5.694,84;5.701,78;6.764.257.792
15.12.2011;5.713,48;5.795,87;5.682,38;5.730,62;3.161.772.800
14.12.2011;5.739,26;5.769,46;5.675,14;5.675,14;3.341.051.392
13.12.2011;5.798,5;5.852,43;5.734,19;5.774,26;3.038.703.104
12.12.2011;5.944,94;5.952,55;5.785,43;5.785,43;3.143.185.408
09.12.2011;5.807,17;6.004,97;5.802,8;5.986,71;3.468.379.648
08.12.2011;6.053,51;6.076,85;5.869,12;5.874,44;3.685.498.368
07.12.2011;6.116,26;6.136,37;5.920,63;5.994,73;3.217.799.680
06.12.2011;6.021,73;6.094,43;6.006,25;6.028,82;3.714.157.312
05.12.2011;6.137,87;6.169,04;6.086,95;6.106,09;3.187.168.768
02.12.2011;6.120,34;6.169,64;6.055,85;6.080,68;3.629.108.992
01.12.2011;6.080,48;6.111,07;6.017,94;6.035,88;3.372.395.008
30.11.2011;5.739,46;6.129,3;5.726,25;6.088,84;5.490.793.984
29.11.2011;5.725,68;5.825,65;5.690,57;5.799,91;2.844.569.344
28.11.2011;5.577,19;5.754,35;5.573,29;5.745,33;3.322.544.384
25.11.2011;5.433,3;5.526,62;5.366,73;5.492,87;2.315.139.072
24.11.2011;5.512,8;5.563,24;5.400,8;5.428,11;2.542.788.864
23.11.2011;5.487,78;5.587,64;5.457,77;5.457,77;3.447.812.608
22.11.2011;5.650,2;5.681,73;5.537,39;5.537,39;2.710.675.200
21.11.2011;5.766,33;5.771,7;5.598,61;5.606;3.254.842.624
18.11.2011;5.800,79;5.896,91;5.771,89;5.800,24;3.044.287.488
17.11.2011;5.875,86;5.920,96;5.778,63;5.850,17;3.126.117.632
16.11.2011;5.871,57;6.023,64;5.852,99;5.913,36;2.808.503.040
15.11.2011;5.918,61;6.011,07;5.815,86;5.933,14;3.078.764.288
14.11.2011;6.096,72;6.113,22;5.935,21;5.985,02;2.624.316.160
11.11.2011;5.881,49;6.065,29;5.855,12;6.057,03;3.068.955.392
10.11.2011;5.732,32;5.934,05;5.722,93;5.867,81;3.712.169.472
09.11.2011;6.045,2;6.055,58;5.768,51;5.829,54;4.198.269.952
08.11.2011;5.949,04;6.087,06;5.934,47;5.961,44;2.801.783.296
07.11.2011;5.906,6;6.027,9;5.835,13;5.928,68;3.153.545.216
04.11.2011;6.174,28;6.174,28;5.929,44;5.966,16;3.576.725.760
03.11.2011;5.835,36;6.193,34;5.832,26;6.133,18;5.027.375.616
02.11.2011;5.897,4;5.990,51;5.816,01;5.965,63;3.401.860.608
01.11.2011;5.934,54;5.947,46;5.762,46;5.834,51;5.030.389.248
31.10.2011;6.282,24;6.304,49;6.141,34;6.141,34;3.454.014.464
28.10.2011;6.363,05;6.429,7;6.305,56;6.346,19;4.144.975.616
27.10.2011;6.222,1;6.347,55;6.196,81;6.337,84;6.252.790.272
26.10.2011;6.041,16;6.142,79;5.951,82;6.016,07;3.127.143.424
25.10.2011;6.027,72;6.157,88;5.967,16;6.046,75;3.289.611.520
24.10.2011;6.014,3;6.067,16;5.939,54;6.055,27;2.753.002.496
21.10.2011;5.799,39;5.978,03;5.769,59;5.970,96;3.757.151.232
20.10.2011;5.834,42;5.913,2;5.753,16;5.766,48;3.600.165.888
19.10.2011;5.908,28;5.977,73;5.876,17;5.913,53;2.710.632.448
18.10.2011;5.779,9;5.907,22;5.747,9;5.877,41;2.839.365.376
17.10.2011;6.019,89;6.080,48;5.819,97;5.859,43;3.188.955.648
14.10.2011;5.934,44;6.037,03;5.885,39;5.967,2;3.445.882.112
13.10.2011;5.969,91;6.035,7;5.878,29;5.914,84;3.633.118.464
12.10.2011;5.849,17;6.021,26;5.798,56;5.994,47;3.731.630.848
11.10.2011;5.825,53;5.883,16;5.773,93;5.865,01;2.989.985.280
10.10.2011;5.705,4;5.872,01;5.654,75;5.847,29;3.045.119.744
07.10.2011;5.647,66;5.747,84;5.606,48;5.675,7;3.373.351.680
06.10.2011;5.511,68;5.645,25;5.467,31;5.645,25;4.386.259.968
